holder,district,address_street,address_building,square,contract,contract_day_start,contract_day_finish,contract_price
УПРАВЛІННЯ СЛУЖБИ БЕЗПЕКИ УКРАЇНИ У ЛЬВІВСЬКІЙ ОБЛ,Галицький,Бандери С.,3,125.3,Г-9157-14,05.09.2014,15.09.2017,1 грн. за кв. м. в рік
УПРАВЛІННЯ СЛУЖБИ БЕЗПЕКИ УКРАЇНИ У ЛЬВІВСЬКІЙ ОБЛ,Галицький,Венецiанова О.,15,35.5,Г-8905-13,23.12.2013,22.12.2016,1 грн. за кв. м. в рік
УПРАВЛІННЯ СЛУЖБИ БЕЗПЕКИ УКРАЇНИ У ЛЬВІВСЬКІЙ ОБЛ,Галицький,Вітовського Д.,38,66.4,Г-9158-14,08.09.2014,04.09.2017,1 грн. за кв. м. в рік
УПРАВЛІННЯ СЛУЖБИ БЕЗПЕКИ УКРАЇНИ У ЛЬВІВСЬКІЙ ОБЛ,Галицький,Лукiяновича Д.,9,1743.2,Г-03-П,07.02.2006,06.02.2026,Безоплатне використ.
УПРАВЛІННЯ СЛУЖБИ БЕЗПЕКИ УКРАЇНИ У ЛЬВІВСЬКІЙ ОБЛ,Залізничний,Хотинська,1,550.5,З-8399-12,14.08.2012,10.08.2017,1 грн. за кв. м. в рік
Управління соц.захисту департаменту гуманітарної п,Галицький,Галицька,21,244.3,Г-8315-12,01.06.2012,01.06.2022,Безоплатне використ.
УПРАВЛІННЯ СОЦЗАХИСТУ ДЕП.ГУМАНІТАРНОЇ ПОЛІТИКИ ШЕ,Шевченківський,Липинського В.,11,486.7,Ш-6079-8,14.03.2008,14.03.2018,Безоплатне використ.
Управління фінансів департаменту фінансової політи,Галицький,Лiста Ф.,1,31.7,Г-10017-16,22.03.2016,21.03.2019,1 грн. в рік
Управління фінансів департаменту фінансової політи,Сихівський,Червоної Калини,66,57.94,С-10050-16,18.04.2016,14.04.2019,1 грн. в рік
Управління фінансів департаменту фінансової політи,Франківський,Чупринки Т. ген.,85,42.6,Ф-9405-15,30.01.2015,29.01.2018,1 грн. в рік
УПРАВЛІННЯ ЮСТИЦІЇ  ЛО,Франківський,Здоров'я, 9а,328.4,Ф-8386-12,01.08.2012,31.07.2017,1 грн. за кв. м. в рік
Ураган фірма ПП,Личаківський,Пластова,125,559.5,Л-8294-12,01.12.2012,30.04.2017,16060.44
Усач Н. М.,Личаківський,Сковороди Г.,18,12.7,Л-8611-13,29.03.2013,30.09.2017,129.04
Усмішка ЛТД ГТзОВ,Франківський,Симоненка В.,4,33.9,Ф-9484-15,10.03.2015,09.03.2018,620.98
Устінов В.  А.,Галицький,Коцюбинського М.,6,14.5,Г-9622-15,10.06.2015,09.06.2018,1329.92
Устянич М. В.,Франківський,Горської А.,2,6.2,Ф-9324-14,24.12.2014,23.12.2017,1247.61
Утриско I.В.,Личаківський,Таджицька,17,17.68,5227,03.10.1994,14.04.2019,33.36
УЧБОВИЙ СПОРТИВНО-ТЕХНІЧНИЙ ЦЕНТР ТСО УКРАЇНИ,Шевченківський,Варшавська,1,132.6,Ш-10074-16,22.04.2016,21.04.2019,11851.16
ФАЗА,Франківський,Котляревського I.,67,50,Ф-6579-8,11.09.2008,26.09.2010,3026.13
Файтерс Спортивний клуб ГО,Франківський,Стрийська,94,106.4,Ф-10149-16,22.06.2016,16.06.2019,130.67
Фарлеп-Інвест ПрАТ,Шевченківський,Хiмiчна, 49а,14.9,Ш-10087-16,28.04.2016,27.04.2019,3788.72
Фарма ТзОВ,Франківський,Чупринки Т. ген.,43,18,Ф-9177-14,29.09.2014,28.09.2017,104.06
Фарм-Сервіс ПП,Шевченківський,Миколайчука I.,9,18.5,Ш-9922-15,10.12.2015,09.12.2018,1258.1
ФАРФОР-КЕРАМІКА,Галицький,Кракiвська,5,70.2,Г-8306-12,25.05.2012,25.05.2017,14480.26
Федак Марта Богданівна ФОП,Личаківський,Вахнянина А.,29,176.8,Л-10030-16,01.04.2016,28.03.2026,1684.84
Федаш Н.В.  СПД,Шевченківський,Орлика П.,4,7.1,Ш-9043-14,10.06.2014,09.06.2017,32.45
ФЕДЕРАЦІЯ АЙКІДО ЛО СПОРТИВНА АСОЦІАЦІЯ Галицька,Личаківський,Вишенського I.,13,38.1,Л-6982-9,23.02.2009,22.02.2018,494.2
Федерація Польських Організацій на Україні ВСГО,Галицький,Шевченка Т., 3а,1443.9,Г-8858-13,22.11.2013,05.11.2062,Безоплатне використ.
Федерація Польських Організацій на Україні ВСГО,Шевченківський,Шевченка Т., 3а,46.3,Ш-9621-15,09.06.2015,09.06.2064,Безоплатне використ.
Федерація Польських Організацій на Україні ВСГО,Шевченківський,Шевченка Т., 3а,554.3,Ш-9620-15,09.06.2015,09.06.2064,Безоплатне використ.
Федерація регбі Львівщини ЛО Громадська організаці,Галицький,Михальчука I.-В.,4,86.9,Г-10229-16,21.11.2016,20.11.2019,106.64
ФЕДЕРАЦІЯ ФУТБОЛУ ЛЬВІВСЬКОЇ ОБЛАСТІ  СПОРТИВНА ГР,Галицький,Яворського С.   пл.,1,101.1,Г-8253-12,08.05.2012,08.05.2017,248.09
Федечко Ніна Іванівна ФОП,Залізничний,Виговського I.,32,27.2,З-36-16суб,06.10.2016,15.02.2018,358.55
Федик М.М.,Галицький,Тарнавського М. ген.,76,16.8,Г-10157-16,21.06.2016,20.06.2019,371.09
Федишин Василь Григорович ФОП,Галицький,Кирила i Мефодiя, 17а,3.5,Г-9675-15,12.07.2015,11.07.2018,47.59
Федоришин А. Г.,Франківський,Єфремова С. акад.,22,24.3,Ф-10224-16,18.11.2016,17.11.2019,135.89
Федоришин О.В.,Галицький,Кривоноса М.,37,18.7,7937,06.11.2000,06.11.2018,50.89
Федорків Олег Ярославович ФОП,Галицький,Друкарська,2,14.5,Г-10230-16,21.11.2016,20.11.2019,341.63
Федорцов К.М.,Франківський,Стрийська,62,16.8,Ф-10422-17,05.01.2017,04.01.2020,164.54
Федорченко В. I.,Личаківський,Зелена,46,24.7,Л-9520-15,06.04.2015,05.04.2018,299.48
Федорчук Михайло Васильович ФОП,Сихівський,Червоної Калини,68,10.7,С-9947-16,04.01.2016,03.01.2019,165.42
Федченко О.В.,Галицький,Данила Галицького пл.,12,23.8,Г-10031-16,30.03.2016,29.03.2019,735.8
Фецич Оксана Василівна ФОП,Шевченківський,Миколайчука I.,9,13,Ш-9560-15,09.05.2015,08.05.2018,89.8
ФІЗИКО-МЕХАНІЧНИЙ ІНСТИТУТ ІМ. Г.В.КАРПЕНКА НАЦІОН,Галицький,Драгоманова М.,20,16.2,Г-8627-13,11.04.2013,10.04.2016,1 грн. за кв. м. в рік
ФІЛАРМОНІЯ  ЛО,Галицький,Чайковського П.,5,73,Ш-6770-8,19.11.2008,19.11.2018,1 грн. за кв. м. в рік
Філіпенко К. С.,Личаківський,Личакiвська,165,20.5,Л-10302-16,30.11.2016,29.11.2019,304.56
Філь Марія І.,Галицький,Сiчових Стрiльцiв,8,3.5,Г-10128-16,27.05.2016,27.05.2018,96.4
Фільман Гмбх ДП,Залізничний,Виговського I.,32,14.5,З-9987-16,25.02.2016,25.02.2017,204.61
ФІНЕЗІЯ,Личаківський,Личакiвська,77,51.2,Л-8336-12,15.06.2012,15.06.2017,1711.15
Фітон-ЛТД ТзОВ,Сихівський,Червоної Калини,68,22.5,С-9531-15,10.04.2015,09.04.2018,166.24
Фія Імпорт-Експорт ТзОВ,Личаківський,Медової Печери,1,11.9,Л-9334-15,05.01.2015,04.01.2018,161.52
Фія Імпорт-Експорт ТзОВ,Сихівський,Червоної Калини,68,10.6,С-9335-15,05.01.2015,04.01.2018,143.88
ФОНД  ФУНДАЦІЯ ІМЕНІ ГРИГОРІЯ НУДЬГИ,Галицький,Поповича Є.,17,28.2,Г-8691-13,01.07.2013,24.06.2016,361.57
Фонд генерала Чупринки Благодійний фонд,Галицький,Нечуя-Левицького I.,4,141,Г-8532-13,21.01.2013,16.01.2016,6164.82
"Фонд розвитку громадських організацій ""Західно укр",Личаківський,Лисенка М.,21,132.8,Л-9562-15,29.04.2015,28.04.2018,10352.86
Фонд розвитку демократії в Україні ЛМГО,Залізничний,Петлюри С., 2а,9.8,З-10142-16,16.06.2016,12.06.2019,1330.72
Фонд Святого Володимира регіональний доброчинний,Франківський,Горбачевського I.,21,56.9,Ф-9542-15,21.04.2015,20.04.2018,991.18
ФОНД СОЦІАЛЬНОГО ЗАХИСТУ І РЕАБІЛІТАЦІЇ СЛІПИХ,Галицький,Городоцька,81,92.9,Г-6274-8,02.06.2008,02.06.2028,2226.32
Фран.від.соц.зах.управління соц.зах.департ.гум.пол,Франківський,Чупринки Т. ген.,85,489,Ф-6187-8(Д-16),19.05.2016,23.05.2018,1 грн. в рік
Франківська районна організація профспілки освіти,Франківський,Чупринки Т. ген.,85,13.9,Ф-9499-15,12.03.2015,11.03.2018,7796.43
Франківський районний спортивно-технічний клуб Тов,Франківський,Конотопська,6,48.6,Ф-10346-16,23.12.2016,22.12.2019,4700.38
Франківський РВ ЛМУ ГУМВСУ  у Львівській області,Франківський,Антоновича В.,9,9.2,Ф-6750-8,08.09.2011,06.11.2017,1 грн. за кв. м. в рік
Франківський РВ ЛМУ ГУМВСУ  у Львівській області,Франківський,Володимира Великого, 67а,34.3,Ф-6752-8,11.11.2008,10.11.2011,1 грн. за кв. м. в рік
Франківський РВ ЛМУ ГУМВСУ  у Львівській області,Франківський,Городоцька,217,73,Ф-6753-8,11.11.2008,10.11.2011,1 грн. за кв. м. в рік
Франківський РВ ЛМУ ГУМВСУ  у Львівській області,Франківський,Пулюя I., 3а,32.1,Ф-6754-8,11.11.2008,10.11.2011,1 грн. за кв. м. в рік
Франківський РВ ЛМУ ГУМВСУ  у Львівській області,Франківський,Чупринки Т. ген.,34,39.8,Ф-6756-8,11.11.2008,10.11.2011,1 грн. за кв. м. в рік
Хімпобутсервіс ТзОВ,Шевченківський,Мазепи I. гетьмана,11,11.7,Ш-7921-11,19.07.2011,16.07.2017,473.28
Хімпобутсервіс ТзОВ,Сихівський,Червоної Калини,38,188.3,С-9839-15,29.09.2015,28.09.2018,9350.08
ХМАРИНКА,Франківський,Пулюя I.,19,189.9,Ф-10398-16,29.12.2016,29.12.2021,21228.06
Хміль Олександр Ігорович ФОП,Сихівський,Червоної Калини,109,4.1,С-27-16суб,12.04.2016,01.05.2017,319.03
Ходак К. Я.,Галицький,Франка I.,90,5.9,Г-9830-15,25.09.2015,24.09.2018,64.33
Холод С. С.,Шевченківський,Клепарiвська, 28а,18.2,Ш-9480-15,10.03.2015,09.03.2018,241.14
Холод Х. М.,Галицький,Стрийська,22,28.8,Г-10425-17,11.01.2017,09.01.2020,490.84
Холявка Андрій Володимирович ФОП,Сихівський,Червоної Калини,68,5.2,С-10309-16,30.11.2016,29.11.2019,13.91
Хома Ольга Євгенівна ФОП,Залізничний,Виговського I.,41,23.6,З-8301-12,28.05.2012,29.04.2015,153.83
Хоменко Г. В.,Залізничний,Степанiвни О., 12б,38.6,З-9753-15,18.08.2015,17.08.2018,312.56
Хомин Т.В.,Галицький,Чайковського П.,16,37.3,Г-6089-8,28.03.2008,27.03.2011,935.06
Хохряков В. К.,Франківський,Єфремова С. акад.,6,20,Ф-5856-7,14.12.2007,11.12.2016,578.3
Христенко С. В.,Шевченківський,Єрошенка В.,9,37.3,Ш-9564-15,30.04.2015,29.04.2018,392.2
Худа Галина Григорівна ФОП,Франківський,Стрийська,70,16.7,Ф-10424-17,06.01.2017,05.01.2020,5146.39
ЦБС  для дорослих  м.ЛЬВОВА,Залізничний,Виговського I.,79,320.3,З-10360-16,26.12.2016,25.12.2019,1 грн. в рік культура
